date,query,user,label,tweet
"Oct 8, 2023 · 2:14 PM UTC",#indiastandswithpalestine,@AawakenedSoul,,#FreePalestine cos that is what's the stand of every #True #Indian is🇮🇳from time immemorial 🇮🇳 #IndiaStandsWithPalestine #BhagwaAtankwadWithIsrael
"Oct 20, 2023 · 11:41 PM UTC",#hamasterrorists,@drnwbmt1,,#HamasTerrorists #HamasisISIS #HamasTerrorism #HamasMassacre Europe your next
"Oct 19, 2023 · 7:22 PM UTC",#stophamas,@MamaV150,,#StandWithIsrael HATE WON'T WIN. #StopHamas
"Oct 14, 2023 · 8:01 PM UTC",#isupportisrael,@HarshOad1,,This victory is dedicated to our Israeli brothers and sisters 🇮🇳❤️❤️🇮🇱💪🙏 #HamasTerrorist #IndiaWithIsrael #ISupportIsrael
"Oct 14, 2023 · 10:33 PM UTC",#hamasattack,@JennaWorzel69,,#hamasattack yes I don’t believe what they did. But don’t understand why blow a country to bits helps. Need to go in and find the Hamas group. No more wars like this. Both sides will have huge losses 😞
"Oct 17, 2023 · 8:28 PM UTC",#isupportisrael,@JimBayse,,"So? Who cares? You hamass terrorists use hospitals, schools and day cares as your staging area. Israel has 100% right to take them out. #ISupportIsrael"
"Oct 7, 2023 · 11:56 PM UTC",#indiastandswithisrael,@DalitReal,,@netanyahu @idf @narendramodi #IndiaStandsWithIsrael we stand with you. Go get the barbarians…God bless you Israel….
"Oct 25, 2023 · 11:53 PM UTC",#standwithpalestine,@ghada97a,,Those angels r just killed because some other people think they r animals  #StandWithPalestine #StandWithGazza
"Oct 15, 2023 · 11:54 PM UTC",#hamas,@KellyTemplin2,,And then went straight to hell. #Hamas
"Oct 16, 2023 · 11:48 PM UTC",#palestine,@EslamHamadaAta,,Part 3 : #IsraelGazaWar #PalestineGenocide #Palestine #GazaAttack
"Oct 23, 2023 · 9:39 PM UTC",#indiastandswithpalestine,@RaazVicly69912,,#IndiaStandsWithPalestine #IndiasupportPalestine
"Oct 17, 2023 · 9:15 PM UTC",#hamasattack,@KANUNomerta,,The irony…  #Israel #IsraelAttack #IsraelUnderAttack #IsraelPalestineWar #Gaza #GazaUnderAttack #Hamas #HamasAttack #Palestine #PalestineGenocide #Turkey #Turkiye #Erdoğan
"Oct 9, 2023 · 1:05 PM UTC",#indiastandswithpalestine,@Rk_shah_1,,#IndiaStandsWithPalestine
"Oct 13, 2023 · 3:55 PM UTC",#isupportpalestine,@rehman_127,,I m from pakistan & #ISupportPalestine
"Oct 9, 2023 · 11:45 PM UTC",#standwithpalestine,@TIMELINELEGEND,,#StandwithPalestine
"Oct 22, 2023 · 11:45 PM UTC",#israelpalestinewar,@suerteroy47,,THE PENTAGON WILL SEND AN AIRCRAFT CARRIER AND AIR DEFENSE SYSTEMS TO DEFEND U.S. MILITARY TROOPS IN RESPONSE TO A GROWING NUMBER OF ATTACKS ON U.S . FACILITIES .   #Israel_under_attack #Gaza #IsraelPalestineWar #IsraelHamasConflict #ISRAELFIGHTSBACK
"Oct 9, 2023 · 2:51 PM UTC",#indiastandswithpalestine,@afsan_rajput,,#FreePalastine #IStandWithPalestine #IndiaStandsWithPalestine
"Oct 16, 2023 · 11:00 PM UTC",#stophamas,@MiEpitafio,,#GazaGenocide #StopIsraelAggression #StopHamas
"Oct 21, 2023 · 8:31 PM UTC",#indiastandswithisrael,@hinduadi97,,"Why you say yourself Pakistani instead Aatankwadi(terrorist), as you all are supporting Hamas who killed brutually innocents of Israel ? Stand by ! Who supports Hamas, is also a terrorist.  #IndiaStandsWithIsrael"
"Oct 15, 2023 · 10:49 PM UTC",#hamasterrorists,@tiny_toff,,New videos surface of #HamasTerrorists attacking innocent civilians. #IsraelFightsBack #IsraelGazaWar https://piped.video/upmha0jgJ24?feature=shared
"Oct 21, 2023 · 4:30 PM UTC",#indiastandswithpalestine,@fizza_hussaini,,"So If Palestine were buying weapons from you, would it make them a critical partner of USA as well, Joe? 🤔 #StopGazaGenocide #PalestinianLivesMatter #IndiaStandsWithPalestine #KuwaitStandsWithPalestine"
"Oct 15, 2023 · 11:09 PM UTC",#standwithpalestine,@Wolverinera,,"With Iran's intelligence and technical support, Hamas has succeeded in striking Israel. The killing of Palestinian civilians in Gaza is not a solution to stop Hamas and Iran. The massacre of Gaza residents is not a solution to stop Hamas. @UNHumanRights #StandWithPalestine"
"Oct 19, 2023 · 8:59 PM UTC",#indiastandswithisrael,@Tan_Tripathi,,Ironically the fidayeen’s name had Shanti(Sanskrit word for peace) innit ! #IndiaStandsWithIsrael
"Oct 14, 2023 · 10:19 PM UTC",#hamasterrorists,@citzenofworld,,"I think Hamas killed them all, like you said, trying to flee and cross the Egyptian border. Hamas did not allow anyone to move south, buddy. It's war propaganda. #HamasTerrorists Poor Palestinians, they deserve a better election next time."
"Oct 17, 2023 · 11:52 PM UTC",#israelunderattack,@Phantommil,,Y hay gente en todo el mundo encabezada por el  acomplejado y #antisemita @petrogustavo que defiende a hamas.🤬🤬  #Israel #Israelunderattack #PetroTerroristaDelHamas #IzquierdaMiserableYTerrorista
"Oct 18, 2023 · 11:55 PM UTC",#freepalestine,@shutthefkup13,,Discuss this u pos @piersmorgan #FreePalestine #FreeGaza #IsraelCuak
"Oct 17, 2023 · 9:57 PM UTC",#hamasattack,@perinno,,"#Xalom, #Israel! ✡️🕎| 🇵🇸💥🇮🇱 @IsraelInSpain @LiorHaiat @ArielKanievsky #hamasattack 🗡️🚀#HamasTerrorists #IronSwords"
"Oct 25, 2023 · 11:59 PM UTC",#israel,@bitllennial,,"This Veterans are Real #Patriots who love this country, Netanyahu hides his son in Miami while you send your children to die for #ISRAEL #MAGA #RINO #Republicans #Democrats  wolfman! #TikTok https://www.tiktok.com/t/ZT8knHFPF/"
"Oct 7, 2023 · 11:37 PM UTC",#standwithisrael,@chaplainwithhat,,Pray for Israel.  #prayer #IsraelUnderAttack #Israel #PrayForIsrael #hope #God #Jesus #Christian #Peace #love #Motivation #bible #Truth #StandWithIsrael
"Oct 19, 2023 · 8:25 PM UTC",#hamasattack,@HarrisonHohmann,,🚨🚨#BREAKING   Multiple sources now Reporting at least Four separate Attacks against U.S. Bases in Syria and Iraq + Missles Launched from Yemen 💥  Drone Strikes being the Main weapon used in the Attacks🔥‼️  #hamas #hamasattack #Israel
"Oct 7, 2023 · 11:59 PM UTC",#hamas,@damienhasatan,,"Palestinians, get ready for some fireworks courteousy of Israel and the Jews. You sick barbarians.   #PalestineTerrorist #Palestinians #Hamas #gaza"
"Oct 13, 2023 · 11:56 PM UTC",#israel,@Westnewsinsider,,Truth is the first casualty of war. #gaza #Israel #palastine #HamasTerrorist
"Oct 23, 2023 · 11:55 PM UTC",#palestine,@Road1948,,"Complete destruction of the Al-Zahraa city in #Gaza.  Imagine how many people and children Israel killed. Imagine how many children lost their parents. Imagine how many people were left without a shelter.   If this is not Terrorism, then what is?  #Gaza_Genocide #Palestine"
"Oct 21, 2023 · 5:30 PM UTC",#indiastandswithpalestine,@AlbaloushiAmna,,The United States stands with #FreePalestine_Now 🇵🇸 🇺🇸  #Indiastandswithpalestine 🇮🇳🇵🇸 😍👍👍👍
"Oct 15, 2023 · 9:51 PM UTC",#isupportpalestine,@azadparinda008,,"My Name is Azad, i am from Pakistan and #ISupportPalestine"
"Oct 22, 2023 · 11:34 PM UTC",#israelunderattack,@jack_susan17424,,The IDF & ISA just conducted an aerial strike on a Hamas and Islamic Jihad terrorist compound in the Al-Ansar Mosque in Jenin. #israel #Palestine #Gaza #Iran #Attack #IsraelPalestineWar #IsraelUnderAttack #BAAT #ShaniLouk #BBUK📷📷
"Oct 8, 2023 · 10:51 PM UTC",#indiastandswithisrael,@RAVIPUROHIT111,,Happy Diwali in advance from Israel 🇮🇱  #IStandWithIsrael #IndiaStandsWithIsrael #Israel
"Oct 15, 2023 · 10:16 PM UTC",#hamasterrorists,@StevenWMosher,,Dr. Yan was right about #COVID19 and #Wuhan. She was right about the nuke sub that #China lost last month. And she is right about #CCPChina support of #HamasTerrorists  China is an arsonist; lighting fires of conflict wherever it can.
"Oct 22, 2023 · 11:57 PM UTC",#freepalestine,@Aawecha,,#FreePalestine from this HELL
"Oct 18, 2023 · 9:24 AM UTC",#indiaiswithisrael,@Tan_MSJ,,@NaorGilon @RapaportShani @tammybenhaim @KaynarOhad Please Can you take this abhorrent act with MEA!  India is with Israel 🇮🇳❤️ 🇮🇱  #IndiaIsWithIsrael #IndiaIsrael #IndiaWithIsrael
"Oct 23, 2023 · 11:56 PM UTC",#palestine,@Muallim00606717,,#Palestine #StarbuckBoycott
"Oct 19, 2023 · 7:00 PM UTC",#israel,@NOELreports,,"Amir Weitmann, chairman of one of the factions of the Israeli ruling Likud party, warned Russia on RT.   ""Russia supports the enemies of Israel. Russia supports the Nazis who want to commit genocide against us, and Russia will pay. Listen to me carefully: we will end these Nazis, we will win this war, after this we will not forget what you do. We will come and we will make sure that Ukraine wins. We will make sure that you pay for what you did."""
"Oct 19, 2023 · 5:21 PM UTC",#isupportisrael,@thebeastofdon,,#ISupportIsrael leaves Gaza #IsraelUnderFire Gaza under oppression #IsraelUnderAttack because they attacked civilians  #Iloveisrael to migrate to US #VisitIsrael if you want to oppress people
"Oct 10, 2023 · 11:59 PM UTC",#israel,@AnasFalsharif,,#Palestina #HamasAttacks #hamas #Israel
"Oct 20, 2023 · 5:49 PM UTC",#stopisrael,@EmanQasim,,"More than 400 patients and about 12,000 displaced civilians took refuge in Al-Quds Hospital as a safe place, not to mention the medical staff.. Who's going to #StopIsrael from committing a new massacre? #GazaGenocide"
"Oct 7, 2023 · 11:59 PM UTC",#hamas,@audiocustoms82,,"#HAMAS is not a conventional military but a terrorist organization, therefore they are not entitled to prisoner of war status. Calling them POWs is factually incorrect."
"Oct 16, 2023 · 9:30 PM UTC",#standwithisrael,@cathymcmorris,,"On Sunday, dozens of people from our Spokane community came together to pray for the people of Israel and remember the innocent lives lost at the hands of Hamas terrorists.  We won’t look away. We won’t be silent. We will stand with Israel – today, tomorrow, and always.🇺🇸🇮🇱"
"Oct 16, 2023 · 11:18 PM UTC",#israelpalestinewar,@_HendersonReece,,This baby was found under the rubble while her family were killed  She’s the only survivor of her family  #FreeGaza #Gaza #GazaAttack #GazaCity #GazzeUnderAttack #IsraelGazaWar #Israel #IsraeliWarCrimes #IsraelPalestineWar #PalestineLivesMatter
"Oct 9, 2023 · 11:57 PM UTC",#israel,@goliizz,,No deal to begin with to empower the terrorist regime in Iran. Stop this 👇 #BidenDidThis #HamasTerrorists #Israel
"Oct 16, 2023 · 11:18 PM UTC",#stophamas,@JdSchatzi,,Beyond speechless at such ignorance and hatred.  Paging @Cornell: is this whom you pay to indoctrinate today’s students? #StandWithIsrael #StopTerrorism #StopHamas 🇮🇱
"Oct 21, 2023 · 1:59 PM UTC",#israelpalestinewar,@A_Abdelrahman0,,"10-Settlers firing live ammunition at Palestinians, 'Urif, 26.5.2012, raw footage"
"Oct 15, 2023 · 11:57 PM UTC",#hamas,@underfi07945126,,Times 1M. #IsraelPalestineConflict #Hamas
"Oct 12, 2023 · 11:56 PM UTC",#palestine,@Syriasonline,,Confusion of the terrorist attackers in #Palestine
"Oct 15, 2023 · 7:00 PM UTC",#indiastandswithisrael,@RanuSha50,,#IndiaStandsWithIsrael
"Oct 26, 2023 · 11:58 PM UTC",#israel,@BurstBites,,"""🚨JUST IN🚨 : China speaks out against Israeli attacks on civilians in Palestine at the United Nations. #China #Israel #Palestine #UnitedNations #Gaza #Civilians"""
"Oct 9, 2023 · 2:49 PM UTC",#indiastandswithpalestine,@afsan_rajput,,#IStandWithPalestine #IndiaStandsWithPalestine
"Oct 10, 2023 · 8:28 PM UTC",#indiastandswithisrael,@Not_MangoMan,,#IndiaWithIsrael #IndiaStandsWithIsrael #IsraelFightsTerror #IsraelFightsBack  🇮🇳🤝🇮🇱
"Oct 24, 2023 · 3:11 PM UTC",#stophamas,@radicalalert,,"Campus SJP groups like @GWUSJP are not as they claim, a “grassroots” student organization; they are a terror-affiliated anti-Semitic network that operating with impunity on colleges campuses across the United States. #StopHamas"
"Oct 19, 2023 · 9:35 PM UTC",#israel,@POTUS,,"We must keep pursuing a path so that the Israeli and Palestinian people can both live safely in security, in dignity, and in peace."
"Oct 7, 2023 · 11:57 PM UTC",#israelunderattack,@cheekyblinder11,,"THIS IS @BBCNews ..!! A REFUSAL TO CONDEMN Palestinian terrorists indiscriminate slaughter of civilians by shooting, beheading, hanging, kidnapping, and parading naked torsos of Israeli soldiers through the streets  #IsraelUnderAttack #DefundTheBBC"
"Oct 14, 2023 · 2:14 PM UTC",#stophamas,@axelhuber71,,don‘t forget - the only one to blame is #Hamas . they are responsible and accountable fo everything which is happening now in gaza. #fuckhamas #StopHamas #Hamas_is_ISIS
"Oct 21, 2023 · 11:59 PM UTC",#israel,@RihanKhanmewat8,,#Israel_under_attack #Gazabombing #IsraelAttack #Gaza #Israel #Palestine #Springboks
"Oct 12, 2023 · 11:01 PM UTC",#hamas,@VinnDoggRadio,,CHAOTIC WORLD 2023! WITH GUEST PASTOR CURT REED https://nitter.net/i/broadcasts/1gqxvQvNXAkJB
"Oct 17, 2023 · 11:19 PM UTC",#standwithpalestine,@Aani16350491,,Speakers are saying that it was a Hamas make shift bomb they fired towards Israeli city and it dropped upon the hospital which was already under thread by IDF? Is it some kind of a joke? 🇵🇸🇵🇰 #StandWithPalestine #StandWithGaza
"Oct 19, 2023 · 11:48 PM UTC",#hamasterrorists,@oracle_lady,,Just a missile in the middle of these thugs will take care of it. #HamasTerrorists #IraniansStandWithIsrael #IRGCTerrorists
"Oct 18, 2023 · 11:59 PM UTC",#freepalestine,@192000goth,,"if you support israel, block me, how can you support a country that is killing innocent ppl, CHILDREN especially.  #FreePalestine"
"Oct 20, 2023 · 7:36 PM UTC",#stopisrael,@scabisback,,Nationalist at work! #stopisrael #IsraelTerorrist #freepalestine #StopZionist
"Oct 11, 2023 · 11:55 PM UTC",#israelpalestinewar,@VipinBishnoi13,,"🚨Unlike UK, Canada and Australia, France never supports terrorist supported activities on its soil. Watch the video in which the protesters supporting Hamas were badly chased away. #Israel #IsraelPalestineWar #HamasMassacre #GazaUnderAttack #HamasTerrorism #Gaza_under_attack #HamasTerrorists #Palestine #GazaUnderaAttack #Gaza_under_attack #PalestineUnderAttack #Israel_under_attack #طوفان_الأقصى #غزة_الآن #طوفان_الاقصى_"
"Oct 9, 2023 · 7:52 PM UTC",#indiastandswithisrael,@Kush_N_,,This time he is correct a Russian is murdered by Hamas and they are supporting Hamas. Sadly Our Friend is on the wrong side this time. Hamas Hezbollah are ISIS and this is a global mood today. #IndiaStandsWithIsrael #WeStandWithIsrael
"Oct 19, 2023 · 11:52 PM UTC",#palestine,@lastra_joe,,"6,000 bombs in six days 😳  #IsraelAttack #GazaCity #Palestine #Hamas #IsraelPalestineConflict @Antiwarcom https://bracingviews.substack.com/p/6000-bombs-in-six-days"
"Oct 21, 2023 · 11:58 PM UTC",#israel,@EllisonMaria991,,"Israeli soldier rescuing a resilient canine survivor in the aftermath of the tragic events at Kibbutz Be'eri, shows the unwavering resilience in the face of barbaric adversity.  #courage #israel 🇮🇱🇮🇱"
"Oct 11, 2023 · 11:58 PM UTC",#israel,@day_empire,,"The terrorist prime minister of apartheid #Israel. Says a lot about the colonial-settler mindset of most Israelis. This will not end well. Look up ""Samson Option."""
"Oct 7, 2023 · 11:38 PM UTC",#standwithisrael,@anauburntiger,,"There's a reason why this garbage didn't happen for four years... The #MSM described ""crazy man"" put thugs on notice. It's amazing what thugs won't do when they're afraid of you. #StandWithIsrael 🇮🇱🇺🇲🦅 #ImpeachBiden #BringBackTrump"
"Oct 15, 2023 · 11:24 PM UTC",#israelunderattack,@TheHardReport,,"📽️VIDEO REPORT (MAY BE DISTURBING 18+): ""Hamas jihadists squad invasion and killing spree of an innocent Israeli community.""  #Palestine | #Israel | #IsraelPalestineWar | #News | #PalestineUnderAttack | #IsraelUnderAttack | #Hamas"
"Oct 13, 2023 · 11:58 PM UTC",#israel,@krisiannc,,Reports from #Israel  “To be honest with you I’m not sure what is going on here but everything that happens in northern Israel these days is very strange! Either we are experiencing some kind of a cyber attack or we are not being told of another activity.”   #IsraelFightsBack
"Oct 17, 2023 · 11:22 PM UTC",#standwithpalestine,@Millionscapital,,"🇵🇸 ""I #condemn the killing of hundreds of #Palestinian civilians in a strike on a hospital in #Gaza today. I am horrified by this tragedy. #StandWithPalestine #UNChiefGuterres"" #forex"
"Oct 20, 2023 · 4:37 PM UTC",#stophamas,@row_gina,,"Your administration is killing us. Literally #fentanyl #Bidenomics #failure  Karine, get out before they take you down with them! #StopHamas #BidenWorstPresidentEver #BidenCrimeFamilyExposed"
"Oct 15, 2023 · 11:36 AM UTC",#indiastandswithpalestine,@MHHindustani,,#IndiaStandsWithPalestine #WeStandWithPalestine  🇮🇳🤝🏻🇵🇸
"Oct 10, 2023 · 6:20 PM UTC",#indiastandswithpalestine,@abdquddus117,,"INDIAN LEADERS ON PALESTINE:  1.Mahatma Gandhi:  ""Palestine belongs to the Arabs in the same sense that England belongs to the English or France to the French. It is wrong and inhuman to impose the Jews on the Arabs."" #IndiaStandsWithPalestine #Gaza #Palestine"
"Oct 17, 2023 · 11:29 PM UTC",#hamasterrorists,@Roy19O6,,"Classic ignorance. I advise you to go and learn some facts. After you learn some history, I'm sure that you will agree with every sane person that sais : Free Palestine from hamas 🙏🏼 #HamasTerrorists #HamasisISIS"
"Oct 25, 2023 · 8:59 PM UTC",#isupportpalestine,@desbradoOoo,,A world with no humanity is not worthy to live in  #FreePalestine #ISupportPalestine
"Oct 21, 2023 · 11:23 PM UTC",#standwithisrael,@danielle_gutman,,The IDF is warning civilians in Gaza and giving them time to evacuate BEFORE they bomb Hamas terrorist targets. That’s because Israel is NOT committing genocide of Palestinians! #TheRealImage #FreePalestineFromHamas #StandWithIsrael
"Oct 11, 2023 · 2:36 PM UTC",#standwithisrael,@Rereshef,,Heartbreaking call between father and daughter trying to save her life 💔 >>  #HamasisISIS
"Oct 24, 2023 · 2:59 PM UTC",#standwithisrael,@khodorkovsky_en,,President Biden gives some hope with his response to these challenges. He realizes that Hamas and Putin share a common goal – to annihilate a neighboring democracy – as well as common tactics – those of terrorism (10/14)
"Oct 21, 2023 · 4:11 PM UTC",#isupportisrael,@itsVaibhav30,,#ISupportIsrael #IndiaStandsWithIsrael
"Oct 20, 2023 · 11:03 PM UTC",#israelpalestinewar,@fuchii17,,This is a video taken near the hospital before it was viciously bombed #PalestineGenocide #Gaza_Genocide #GazaHospitalBombing #Gazagenocide #GazaUnderSiege #Israel_under_attack #Israel #IsraelAttack #IsraelTerorrist #Netanyahu_A_criminal_of_war #IsraelPalestineWar
"Oct 16, 2023 · 1:45 PM UTC",#isupportpalestine,@JalapAhmar,,#boycottIsraeliproducts #BoycottIsrael #FreePaleastine #ISupportPalestine #Palestine #BoycottMcDonalds #PalestineLivesMatter
"Oct 11, 2023 · 1:28 PM UTC",#indiastandswithisrael,@rose_k01,,"Palestinian BAD ACTING😂😂  WATCH How they Abandon ""DEAD BODY"" when sirens start blaring and then the BODY also gets up and runs away 😂 #ısrael #Gaza #IsraelPalestineWar #HamasTerrorism #HamasISIS #HamasWarCrimes"
"Oct 23, 2023 · 11:51 PM UTC",#hamasterrorists,@justme4one,,I really don't care how 'disturbing' the video the #IDF has put together of the atrocities committed by #HamasTerrorists on Oct. 7th. IT MUST BE SHOWN TO ALL!! #releasethevideo ! @IngrahamAngle
"Oct 23, 2023 · 11:21 PM UTC",#standwithisrael,@Lee1975Kimber,,Why did you shut down a reporter with a LEGITIMATE question!! What are you going to do about TRAITORS in Congress?! @RashidaTlaib @AOC @Ilhan  should first off have SECURITY CLEARANCE taken away for supporting #Hamas #StandWithIsrael
"Oct 11, 2023 · 11:22 PM UTC",#standwithpalestine,@THVK_JK,,#StandWithPalestine 🇵🇸🇵🇸
"Oct 8, 2023 · 11:56 PM UTC",#hamasattack,@filmmakerNaz,,"Palestinians and Israelis are both at fault. Disgusting governments and leadership on both sides. Biden sending $8billion to Israel is wrong. Cut ALL financial aid to Israel. Palestine hardly gets any aid, so nonissue. #FreePalastine #Israel #hamasattack #IsraelPalestineWar"
"Oct 22, 2023 · 8:05 PM UTC",#indiastandswithpalestine,@Robinhoodp_007,,It's high time to protest in India . #IndiaStandsWithPalestine
"Oct 21, 2023 · 11:58 PM UTC",#hamasterrorists,@HopeIranian,,Fire him! #HamasTerrorists #IraniansStandWithIsrael 🇮🇱🇺🇸
"Oct 9, 2023 · 11:52 PM UTC",#freepalestine,@sergiortegaz,,"#Israel no existe, es Palestina ocupada.   #FreePalestine #IsraelGenocida https://x.com/madamesiimone/status/1711246477253562739?s=46"
"Oct 11, 2023 · 9:51 PM UTC",#hamasattack,@r8___g,,#Justice4CameronHerrin #gegarvaganza2023 #hamasattack #ultratwitteragf #TelAviv #Israel
"Oct 9, 2023 · 7:30 PM UTC",#isupportisrael,@ana_lemos91297,,#ISupportIsrael
"Oct 19, 2023 · 9:56 PM UTC",#israelunderattack,@rosenfelddora,,#gaza #fakenews #Israelunderattack
"Oct 18, 2023 · 7:18 PM UTC",#hamasterrorists,@visegrad24,,5-year-old Eitan Kaptisher from Israel was buried without any family members present.  His parents and siblings were all also murdered by Hamas.
"Oct 8, 2023 · 1:15 PM UTC",#indiastandswithpalestine,@phusamaminshah,,#IndiaStandsWithPalestine
"Oct 8, 2023 · 8:52 PM UTC",#isupportisrael,@marlow_watching,,💕 #ISupportIsrael
"Oct 15, 2023 · 11:54 PM UTC",#hamas,@spoilerkc,,"Here's where we see if  #CreepyJoe has any integrity as a #POTUS - if #Iran blindsides the Jews during an exchange with #Hamas , those offshore aircraft carriers had better speak or forever hold their peace ~~~  https://www.infowars.com/posts/sunday-emergency-broadcast-israel-false-flag-confirmed-as-iran-warns-of-further-escalation-ahead-of-gaza-ground-war"
"Oct 18, 2023 · 11:54 PM UTC",#freepalestine,@thekhuttar,,Thank you for your courage. #freepalestine
"Oct 13, 2023 · 8:44 PM UTC",#stopisrael,@saeedyzv,,#StopIsrael #DownWithIsrael
"Oct 11, 2023 · 11:59 PM UTC",#israel,@paulygoomba,1,"If we somehow got everyone in the Middle East to become Alabama football fans, together cheering for one common goal we wouldn’t see so much conflict. Food for thought @IDF @Palestine_UN #Gaza #Israel"
"Oct 16, 2023 · 3:04 PM UTC",#indiaiswithisrael,@mini_razdan10,1,"40 years ago , Aacharya Rajneesh said this about Israel….👇"
"Oct 25, 2023 · 11:20 AM UTC",#indiastandswithpalestine,@Mohamma55433643,2,#IsraelTerrorists #IndiaStandsWithPalestine #FreePalestine #Gaza_Genocide
"Oct 9, 2023 · 11:49 PM UTC",#hamasterrorists,@rdliebs,1,"Dude, I love you. Make a note: #Israel  is not not deescalating anything. #HamasTerrorists declared war on Israel. They will now #FAFO"
"Oct 13, 2023 · 11:26 PM UTC",#standwithisrael,@amin37372,0,Celebrated until it come to you. #StandWithUkraine #standwithIsrael #RussiaIsATerroristState #HamasTerrorist
"Oct 12, 2023 · 11:56 PM UTC",#israel,@markd321,1,"Rudy Giuliani ran up a $57,000 phone bill. You don't have to be alone tonight, just call me, pick up the phone! #PhoneSex #SexWorkers #RudyGiuliani #Trump2024 #Israel #Hamas #TYT #Cenk https://invidious.io.lol/skTbPOacQS0?si=vdqGhdQyFwIBY9VK"
"Oct 20, 2023 · 11:49 PM UTC",#palestine,@rabihmassaad,2,Cover this … We Stand with Palestine 🇵🇸   #palestine #egypt #gaza #cnn
"Oct 7, 2023 · 11:56 PM UTC",#israelunderattack,@ChrisALord,0,Pray for Israel. May God protect Israel from those who seek it's destruction ✡️✝️  #IsraelUnderAttack #IStandWithIsrael
"Oct 13, 2023 · 10:44 PM UTC",#standwithpalestine,@LewStuhl,2,Real Jews #StandWithPalestine. Zionists are fake Jews.
"Oct 19, 2023 · 11:51 PM UTC",#hamas,@SpecGhost,0,That's the difference. #Hamas #HamasTerrorists #StandWithIsrael #Israel
"Oct 7, 2023 · 11:40 PM UTC",#hamasattack,@DillardVicki,1,@cthagod where you at on #hamasattack?
"Oct 7, 2023 · 11:50 PM UTC",#standwithisrael,@rocky4congress,0,#Israel #castorout #StandWithIsrael
"Oct 7, 2023 · 11:58 PM UTC",#israelunderattack,@macblue4u,0,Israeli Defense Forces - Israel Military Power - Mi Shemaamin Lo Mefached   🇮🇱 #IsraelUnderAttack #IsraelAtWar #StandWithIsrael 🇮🇱 Operation “Swords of Iron” @IDF @IAFsite  🙏 #PrayForIsrael 🙏 https://piped.kavin.rocks/FOw9Y-aeDhw?si=gumE0nWSaK_5k3Eu
"Oct 19, 2023 · 5:07 PM UTC",#stophamas,@Israel,1,"To the presidents of @Columbia, @nyuniversity, @Harvard and other universities who have stood SILENT as terror supporters have marched through campus and celebrated raping women, executing children and kidnapping grandmothers, you are cowards.   Listen to Columbia Professor and father @ShaiDavidai’s heartbreaking speech:"
"Oct 12, 2023 · 11:14 PM UTC",#hamasterrorists,@ModeofChoice,0,Grow up. These images MUST be shown far and wide to so the entire world can clearly see the inhumanity of the #HamasTerrorists
"Oct 19, 2023 · 12:53 PM UTC",#indiastandswithpalestine,@DrBobBuilder,2,Thank you Modiji for supporting Palestine against Israeli terrorism. India is forever friends of Palestinian people. 🇮🇳🤝🇵🇸   #IndiaStandsWithPalestine
"Oct 10, 2023 · 6:33 PM UTC",#isupportisrael,@WertJanice,0,"@WhiteHouse @POTUS @SenateGOP @SenateDems this is bs! Hamas stole civilian s, Americans and rapped,mutilated then shared it on media. Nasty evil hamas must not be supported. #ISupportIsrael"
"Oct 10, 2023 · 11:59 PM UTC",#israel,@mkalawneh1,2,Those are #Israel people who some people think they are innocent
"Oct 22, 2023 · 11:59 PM UTC",#freepalestine,@marisa_cake,2,The Western Propoganda Machine hates the truth #FreeAssange #PalestinianGenocide #IsraeliTerrorists #FreePalestine #GenocideJoe
"Oct 25, 2023 · 11:55 PM UTC",#freepalestine,@Mzee_kubwa,2,Laughable! Imperialists will not relent even when they are shrouded in the cover of socialism #FreePalestine
"Oct 14, 2023 · 11:20 PM UTC",#israelpalestinewar,@TheHardReport,1,"📽️VIDEO REPORT: ""The IDF continued throughout the day to attack military targets of the terrorist organization Hamas, with an emphasis on the neighborhoods of Jabaliya, Zeytun, al-Furkan and Beit Hanoun.""  #Palestine | #Israel | #IsraelPalestineWar | #News | #PalestineUnderAttack | #IsraelUnderAttack | #Hamas"
"Oct 21, 2023 · 11:55 PM UTC",#freepalestine,@HajajHiba,2,"There was over 300,000 of us and we will not stop calling for a free Palestine 🇵🇸  #FreePalestine   Oh and by the way, we will take the British government to the international criminal court for playing a major role in all the war crimes against humanity caused since 1948"
"Oct 14, 2023 · 7:35 PM UTC",#stopisrael,@Rahmatu78911193,2,#stopIsrael #Israelterrorist #stopgenocideinpalestine
"Oct 21, 2023 · 6:48 PM UTC",#standwithpalestine,@AliEzzoBezzo,1,i hate u all
"Oct 16, 2023 · 11:00 PM UTC",#standwithisrael,@Torquat28352878,0,You're a Nazi  I stand with Israel 🇮🇱  #StandWithIsrael   You don't care about Palestinians. You want to use every opportunity possible to spread hatred against Jews
"Oct 18, 2023 · 9:12 PM UTC",#isupportpalestine,@SeemeAkhtar,2,#ISupportPalestine
"Oct 11, 2023 · 7:44 AM UTC",#indiastandswithpalestine,@balavenkatesh17,2,#vajpayee_standswithPalestine #IndiaStandsWithPalestine #isrealterrorist How one country can accept intruders?!
"Oct 10, 2023 · 11:59 PM UTC",#hamas,@JJjlawler10,1,Fck #hamas
"Oct 14, 2023 · 11:55 PM UTC",#israelpalestinewar,@MoMoSalahhhhh11,1,#Gazagenocide #Isarael #Palestine #GazzeUnderAttack #IsraelTerrorists #IsraelPalestineWar #IsraelTerrorism
